id_sub,_class,id,display_name,title
86,course_label,4578,Marketing ứng dụng,Marketing ứng dụng
86,course_label,158002,ChatGPT,ChatGPT
86,course_label,6630,Chiến lược marketing,Chiến lược marketing
86,course_label,157494,Marketing dựa trên tài khoản (ABM),Marketing dựa trên tài khoản (ABM)
88,course_label,5070,ClickBank,ClickBank
88,course_label,73900,Google Ads (Adwords),Google Ads (Adwords)
88,course_label,7652,Tối ưu hóa công cụ tìm kiếm (SEO),Tối ưu hóa công cụ tìm kiếm (SEO)
88,course_label,4450,Marketing liên kết với Amazon,Marketing liên kết với Amazon
88,course_label,34438,Tiếp thị qua KOL,Tiếp thị qua KOL
88,course_label,6630,Chiến lược marketing,Chiến lược marketing
88,course_label,552832,TikTok Shop,TikTok Shop
88,course_label,158098,Stable Diffusion,Stable Diffusion
90,course_label,2114625,Marketing sản phẩm,Marketing sản phẩm
90,course_label,26112,Phần mềm như một dịch vụ (SaaS),Phần mềm như một dịch vụ (SaaS)
90,course_label,7676,Tự xuất bản,Tự xuất bản
90,course_label,7328,Quản lý sản phẩm,Quản lý sản phẩm
90,course_label,4814,Marketing sách,Marketing sách
90,course_label,7680,Bán hàng trên Amazon,Bán hàng trên Amazon
90,course_label,36448,Quy trình ra mắt sản phẩm,Quy trình ra mắt sản phẩm
90,course_label,11392,Bán hàng B2B,Bán hàng B2B
94,course_label,10632,Tối ưu hóa tốc độ chuyển đổi,Tối ưu hóa tốc độ chuyển đổi
94,course_label,5700,Lên kế hoạch sự kiện,Lên kế hoạch sự kiện
94,course_label,6630,Chiến lược marketing,Chiến lược marketing
94,course_label,5430,Marketing kỹ thuật số,Marketing kỹ thuật số
94,course_label,6000,Trình quản lý thẻ của Google,Trình quản lý thẻ của Google
94,course_label,155720,Tâm lý học marketing,Tâm lý học marketing
94,course_label,37874,Quản lý trải nghiệm khách hàng,Quản lý trải nghiệm khách hàng
94,course_label,5888,Gây quỹ,Gây quỹ
180,course_label,8302,Tranh màu nước,Tranh màu nước
180,course_label,7070,Hội họa,Hội họa
180,course_label,10470,Vẽ dáng người,Vẽ dáng người
180,course_label,30150,Làm nến,Làm nến
180,course_label,7758,Vẽ phác thảo,Vẽ phác thảo
180,course_label,7108,Vẽ bằng bút chì,Vẽ bằng bút chì
180,course_label,4336,Tranh acrylic,Tranh acrylic
180,course_label,6984,Tranh sơn dầu,Tranh sơn dầu
184,course_label,33914,Nghệ thuật trang điểm,Nghệ thuật trang điểm
184,course_label,7762,Chăm sóc da,Chăm sóc da
184,course_label,6870,Nghệ thuật làm móng,Nghệ thuật làm móng
184,course_label,6052,Tạo kiểu tóc,Tạo kiểu tóc
184,course_label,7126,Nước hoa,Nước hoa
184,course_label,5256,Mỹ phẩm,Mỹ phẩm
184,course_label,5740,Nâng cơ mặt,Nâng cơ mặt
184,course_label,157286,Triệt lông,Triệt lông
577,course_label,5618,Chữa bệnh bằng năng lượng,Chữa bệnh bằng năng lượng
577,course_label,7992,Bói bài Tarot,Bói bài Tarot
577,course_label,7842,Chữa bệnh bằng tâm linh,Chữa bệnh bằng tâm linh
577,course_label,6172,Liệu pháp thôi miên,Liệu pháp thôi miên
577,course_label,4644,Chiêm tinh học,Chiêm tinh học
577,course_label,7354,Ngoại cảm,Ngoại cảm
577,course_label,7844,Tâm linh,Tâm linh
577,course_label,4428,Tàng thư Akasha,Tàng thư Akasha
182,course_label,7096,Bánh ngàn lớp,Bánh ngàn lớp
182,course_label,4744,Cocktails and Bartending,Cocktails and Bartending
182,course_label,5120,Cà phê,Cà phê
182,course_label,7828,Nướng bánh mì men tự nhiên,Nướng bánh mì men tự nhiên
182,course_label,4838,Nướng bánh mì,Nướng bánh mì
182,course_label,8422,"Nghiên cứu, sản xuất và thưởng thức rượu","Nghiên cứu, sản xuất và thưởng thức rượu"
182,course_label,4728,Nướng bánh,Nướng bánh
182,course_label,25498,Nướng bánh ngọt,Nướng bánh ngọt
188,course_label,39804,Chơi game,Chơi game
188,course_label,7236,Xì tố,Xì tố
188,course_label,5672,eSports,eSports
188,course_label,10428,Open Broadcaster,Open Broadcaster
188,course_label,8120,Twitch,Twitch
188,course_label,5002,Thiết kế nhân vật,Thiết kế nhân vật
188,course_label,28890,Liên Minh Huyền Thoại,Liên Minh Huyền Thoại
188,course_label,13544,Cò quay (Roulette),Cò quay (Roulette)
190,course_label,6118,Sửa chữa nhà,Sửa chữa nhà
190,course_label,5922,Làm vườn,Làm vườn
190,course_label,93351,Kỹ thuật đi dây điện,Kỹ thuật đi dây điện
190,course_label,5760,Làm nông trại,Làm nông trại
190,course_label,158190,Nuôi trồng nấm,Nuôi trồng nấm
190,course_label,7130,Nông nghiệp vĩnh cửu,Nông nghiệp vĩnh cửu
190,course_label,4760,Nuôi ong,Nuôi ong
190,course_label,8450,Woodworking and Carpentry,Woodworking and Carpentry
192,course_label,5474,Chăm sóc cún,Chăm sóc cún
192,course_label,91306,Hành vi của cún cưng,Hành vi của cún cưng
192,course_label,39344,Cách cưỡi ngựa,Cách cưỡi ngựa
192,course_label,7148,Huấn luyện thú cưng,Huấn luyện thú cưng
192,course_label,7146,Chăm sóc thú cưng,Chăm sóc thú cưng
192,course_label,4972,Hành vi của mèo,Hành vi của mèo
192,course_label,126232,Dinh dưỡng cho động vật,Dinh dưỡng cho động vật
192,course_label,8198,Thuốc thú y,Thuốc thú y
186,course_label,4424,Cho thuê nhà trên Airbnb,Cho thuê nhà trên Airbnb
186,course_label,22610,Viết bài du lịch,Viết bài du lịch
186,course_label,7254,Tiếng Bồ Đào Nha,Tiếng Bồ Đào Nha
186,course_label,7552,Đi thuyền,Đi thuyền
186,course_label,155546,Kinh doanh lữ hành,Kinh doanh lữ hành
186,course_label,5432,Dân du mục kĩ thuật số,Dân du mục kĩ thuật số
186,course_label,6398,Viết báo,Viết báo
186,course_label,6214,Nhập cư,Nhập cư
194,course_label,5566,EFT (Kỹ thuật giải phóng cảm xúc),EFT (Kỹ thuật giải phóng cảm xúc)
194,course_label,6680,Thiền định,Thiền định
194,course_label,5604,Trí tuệ cảm xúc,Trí tuệ cảm xúc
194,course_label,5124,Cognitive Behavioral Therapy (CBT),Cognitive Behavioral Therapy (CBT)
194,course_label,6088,Thảo dược học,Thảo dược học
194,course_label,6770,Chánh niệm,Chánh niệm
194,course_label,4416,Marketing liên kết,Marketing liên kết
194,course_label,8522,Marketing trên YouTube,Marketing trên YouTube
370,course_label,7166,Nhiếp ảnh,Nhiếp ảnh
370,course_label,4398,Adobe Lightroom,Adobe Lightroom
370,course_label,4932,Chức năng máy ảnh số,Chức năng máy ảnh số
370,course_label,6794,Nghệ thuật chụp ảnh mobile,Nghệ thuật chụp ảnh mobile
370,course_label,5436,Nhiếp ảnh kỹ thuật số,Nhiếp ảnh kỹ thuật số
370,course_label,5948,GIMP,GIMP
370,course_label,4402,Adobe Photoshop,Adobe Photoshop
370,course_label,4276,Hoạt hình 3D,Hoạt hình 3D
196,course_label,7168,Bố cục ảnh,Bố cục ảnh
196,course_label,5436,Nhiếp ảnh kỹ thuật số,Nhiếp ảnh kỹ thuật số
196,course_label,7332,Chụp ảnh sản phẩm,Chụp ảnh sản phẩm
196,course_label,6794,Nghệ thuật chụp ảnh mobile,Nghệ thuật chụp ảnh mobile
196,course_label,6298,Nghệ thuật chụp ảnh bằng iPhone,Nghệ thuật chụp ảnh bằng iPhone
196,course_label,6486,Nghệ thuật chụp ảnh phong cảnh,Nghệ thuật chụp ảnh phong cảnh
196,course_label,6924,Nghệ thuật chụp ảnh ban đêm,Nghệ thuật chụp ảnh ban đêm
196,course_label,5860,Nghệ thuật chụp ảnh ẩm thực,Nghệ thuật chụp ảnh ẩm thực
204,course_label,7170,Chiếu sáng ảnh,Chiếu sáng ảnh
204,course_label,7172,Tạo dáng,Tạo dáng
204,course_label,7166,Nhiếp ảnh,Nhiếp ảnh
204,course_label,7522,Chỉnh sửa ảnh bằng Photoshop,Chỉnh sửa ảnh bằng Photoshop
204,course_label,5752,Nghệ thuật chụp ảnh chân dung gia đình,Nghệ thuật chụp ảnh chân dung gia đình
204,course_label,11990,Kinh doanh nhiếp ảnh,Kinh doanh nhiếp ảnh
204,course_label,5838,Nghệ thuật chụp ảnh dùng đèn flash,Nghệ thuật chụp ảnh dùng đèn flash
204,course_label,6210,Chỉnh sửa hình ảnh,Chỉnh sửa hình ảnh
198,course_label,4402,Adobe Photoshop,Adobe Photoshop
198,course_label,6210,Chỉnh sửa hình ảnh,Chỉnh sửa hình ảnh
198,course_label,4420,Affinity Photo,Affinity Photo
198,course_label,4932,Chức năng máy ảnh số,Chức năng máy ảnh số
198,course_label,7522,Chỉnh sửa ảnh bằng Photoshop,Chỉnh sửa ảnh bằng Photoshop
198,course_label,7166,Nhiếp ảnh,Nhiếp ảnh
198,course_label,5498,Nghệ thuật chụp ảnh trên không và drone,Nghệ thuật chụp ảnh trên không và drone
198,course_label,5948,GIMP,GIMP
208,course_label,11990,Kinh doanh nhiếp ảnh,Kinh doanh nhiếp ảnh
208,course_label,4606,Nghệ thuật chụp ảnh kiến trúc,Nghệ thuật chụp ảnh kiến trúc
208,course_label,8368,Chụp ảnh đám cưới,Chụp ảnh đám cưới
208,course_label,7522,Chỉnh sửa ảnh bằng Photoshop,Chỉnh sửa ảnh bằng Photoshop
208,course_label,7332,Chụp ảnh sản phẩm,Chụp ảnh sản phẩm
208,course_label,7166,Nhiếp ảnh,Nhiếp ảnh
208,course_label,5860,Nghệ thuật chụp ảnh ẩm thực,Nghệ thuật chụp ảnh ẩm thực
208,course_label,5498,Nghệ thuật chụp ảnh trên không và drone,Nghệ thuật chụp ảnh trên không và drone
218,course_label,4404,Adobe Premiere,Adobe Premiere
218,course_label,8216,Sản xuất video,Sản xuất video
218,course_label,5360,DaVinci Resolve,DaVinci Resolve
218,course_label,4374,Adobe After Effects,Adobe After Effects
218,course_label,5794,Làm phim,Làm phim
218,course_label,5142,Phân loại màu sắc,Phân loại màu sắc
218,course_label,157578,CapCut,CapCut
218,course_label,7788,Marketing trên mạng xã hội,Marketing trên mạng xã hội
220,course_label,7166,Nhiếp ảnh,Nhiếp ảnh
220,course_label,5498,Nghệ thuật chụp ảnh trên không và drone,Nghệ thuật chụp ảnh trên không và drone
220,course_label,158078,Generative AI  (GenAI),Generative AI  (GenAI)
220,course_label,5794,Làm phim,Làm phim
220,course_label,8210,Chỉnh sửa video,Chỉnh sửa video
220,course_label,6004,GoPro,GoPro
220,course_label,8208,Sáng tạo video,Sáng tạo video
220,course_label,8204,Hiệu ứng hình ảnh (VFX),Hiệu ứng hình ảnh (VFX)
222,course_label,7200,Pilates,Pilates
222,course_label,8000,Đào tạo giảng viên,Đào tạo giảng viên
222,course_label,29256,Kinh doanh huấn luyện viên cá nhân,Kinh doanh huấn luyện viên cá nhân
222,course_label,6120,Luyện tập tại nhà,Luyện tập tại nhà
222,course_label,2143146,Trị liệu tâm lý qua chuyển động,Trị liệu tâm lý qua chuyển động
222,course_label,7918,Rèn luyện thể lực,Rèn luyện thể lực
222,course_label,6840,Phát triển cơ bắp,Phát triển cơ bắp
222,course_label,8376,Giảm cân,Giảm cân
224,course_label,6088,Thảo dược học,Thảo dược học
224,course_label,5746,Mát xa mặt,Mát xa mặt
224,course_label,6110,Y học toàn diện,Y học toàn diện
224,course_label,4612,Liệu pháp hương thơm,Liệu pháp hương thơm
224,course_label,4842,Kỹ thuật hít thở,Kỹ thuật hít thở
224,course_label,7478,Liệu pháp phản xạ,Liệu pháp phản xạ
224,course_label,6876,Y học tự nhiên,Y học tự nhiên
224,course_label,6078,Sức khỏe,Sức khỏe
226,course_label,7778,Bóng đá,Bóng đá
226,course_label,7958,Bơi lội,Bơi lội
226,course_label,22292,Mát xa thể thao,Mát xa thể thao
226,course_label,8024,Quần vợt,Quần vợt
226,course_label,7852,Quản lý thể thao,Quản lý thể thao
226,course_label,5974,Chơi gôn,Chơi gôn
226,course_label,7850,Huấn luyện thể thao,Huấn luyện thể thao
226,course_label,7548,Chạy bộ,Chạy bộ
228,course_label,5412,Ăn kiêng,Ăn kiêng
228,course_label,8376,Giảm cân,Giảm cân
228,course_label,155410,Dinh dưỡng thể thao,Dinh dưỡng thể thao
228,course_label,155400,Đào tạo huấn luyện viên sức khỏe,Đào tạo huấn luyện viên sức khỏe
228,course_label,13200,Sức khỏe đường ruột,Sức khỏe đường ruột
228,course_label,8190,Nấu món ăn chay,Nấu món ăn chay
228,course_label,38986,Chế độ ăn keto,Chế độ ăn keto
228,course_label,155710,HACCP (Phân tích mối nguy và điểm kiểm soát tới hạn),HACCP (Phân tích mối nguy và điểm kiểm soát tới hạn)
230,course_label,7276,Pranayama,Pranayama
230,course_label,4842,Kỹ thuật hít thở,Kỹ thuật hít thở
230,course_label,8518,Yoga cho trẻ em,Yoga cho trẻ em
230,course_label,102968,Tập Yoga với ghế,Tập Yoga với ghế
230,course_label,5748,Tập yoga cho mặt,Tập yoga cho mặt
230,course_label,7288,Yoga cho bà bầu,Yoga cho bà bầu
230,course_label,4710,Ayurveda,Ayurveda
230,course_label,6474,Kundalini,Kundalini
232,course_label,4618,Liệu pháp nghệ thuật,Liệu pháp nghệ thuật
232,course_label,26014,Sức khỏe tinh thần,Sức khỏe tinh thần
232,course_label,7358,Tâm lý trị liệu,Tâm lý trị liệu
232,course_label,155784,Liệu pháp chấp nhận và cam kết (ACT),Liệu pháp chấp nhận và cam kết (ACT)
232,course_label,28826,Liệu pháp hành vi biện chứng (DBT),Liệu pháp hành vi biện chứng (DBT)
232,course_label,96650,Chăm sóc dựa trên sự hiểu biết về sang chấn,Chăm sóc dựa trên sự hiểu biết về sang chấn
232,course_label,5262,Tư vấn,Tư vấn
232,course_label,24614,Tâm lý học,Tâm lý học
236,course_label,7668,Tự vệ,Tự vệ
236,course_label,6470,Krav Maga,Krav Maga
236,course_label,4830,Đấm bốc,Đấm bốc
236,course_label,41706,Võ Jitsu Brazil,Võ Jitsu Brazil
236,course_label,7980,Thái cực quyền,Thái cực quyền
236,course_label,5080,Cận chiến,Cận chiến
236,course_label,8424,Vịnh Xuân quyền,Vịnh Xuân quyền
236,course_label,6476,Võ công,Võ công
238,course_label,8458,Sức khỏe và an toàn tại nơi làm việc,Sức khỏe và an toàn tại nơi làm việc
238,course_label,6088,Thảo dược học,Thảo dược học
238,course_label,7944,Kỹ năng sinh tồn,Kỹ năng sinh tồn
238,course_label,25462,OSHA,OSHA
238,course_label,5818,An toàn hỏa hoạn,An toàn hỏa hoạn
238,course_label,155684,Chuẩn bị ứng phó trường hợp khẩn cấp cá nhân,Chuẩn bị ứng phó trường hợp khẩn cấp cá nhân
238,course_label,18596,Dùng băng dán Kinesio,Dùng băng dán Kinesio
238,course_label,155954,Duy trì sự sống trong điều trị chấn thương cấp tính (ATLS),Duy trì sự sống trong điều trị chấn thương cấp tính (ATLS)
240,course_label,7574,Nhảy Salsa,Nhảy Salsa
240,course_label,4764,Múa bụng,Múa bụng
240,course_label,12186,Nhảy Bachata,Nhảy Bachata
240,course_label,6098,Nhảy Hip Hop,Nhảy Hip Hop
240,course_label,7232,Cách quay bóng Poi,Cách quay bóng Poi
240,course_label,155646,Nhảy Tango,Nhảy Tango
240,course_label,4732,Ba lê,Ba lê
240,course_label,156110,Khiêu vũ Ấn Độ,Khiêu vũ Ấn Độ
242,course_label,23948,Liệu pháp âm thanh,Liệu pháp âm thanh
242,course_label,6770,Chánh niệm,Chánh niệm
242,course_label,7484,Reiki,Reiki
242,course_label,7398,Khí công,Khí công
242,course_label,7988,Đát đặc la (Tantra),Đát đặc la (Tantra)
242,course_label,5618,Chữa bệnh bằng năng lượng,Chữa bệnh bằng năng lượng
242,course_label,4842,Kỹ thuật hít thở,Kỹ thuật hít thở
242,course_label,2143146,Trị liệu tâm lý qua chuyển động,Trị liệu tâm lý qua chuyển động
244,course_label,22292,Mát xa thể thao,Mát xa thể thao
244,course_label,5746,Mát xa mặt,Mát xa mặt
244,course_label,7398,Khí công,Khí công
244,course_label,27248,Lập trình y khoa,Lập trình y khoa
244,course_label,7842,Chữa bệnh bằng tâm linh,Chữa bệnh bằng tâm linh
244,course_label,6678,Thuật ngữ y học,Thuật ngữ y học
244,course_label,5566,EFT (Kỹ thuật giải phóng cảm xúc),EFT (Kỹ thuật giải phóng cảm xúc)
244,course_label,18596,Dùng băng dán Kinesio,Dùng băng dán Kinesio
296,course_label,7190,Dương cầm,Dương cầm
296,course_label,6442,Nhạc cụ bàn phím,Nhạc cụ bàn phím
296,course_label,4752,Ghita bass,Ghita bass
296,course_label,8228,Vĩ cầm,Vĩ cầm
296,course_label,5504,Trống,Trống
296,course_label,8138,Đàn Ukulele,Đàn Ukulele
296,course_label,7192,Hợp âm dương cầm,Hợp âm dương cầm
296,course_label,6066,Kèn Harmonica,Kèn Harmonica
298,course_label,10158,Ableton Live,Ableton Live
298,course_label,16474,Logic Pro,Logic Pro
298,course_label,5834,FL Studio,FL Studio
298,course_label,6854,Phối nhạc,Phối nhạc
298,course_label,6844,Sáng tác nhạc,Sáng tác nhạc
298,course_label,4658,Kỹ thuật âm thanh,Kỹ thuật âm thanh
298,course_label,8914,Thiết kế âm thanh,Thiết kế âm thanh
298,course_label,5908,Âm nhạc trò chơi,Âm nhạc trò chơi
300,course_label,6844,Sáng tác nhạc,Sáng tác nhạc
300,course_label,7822,Sáng tác bài hát,Sáng tác bài hát
300,course_label,5578,Nhạc điện tử,Nhạc điện tử
300,course_label,7454,Đọc nhạc,Đọc nhạc
300,course_label,5534,Luyện cảm âm,Luyện cảm âm
300,course_label,7190,Dương cầm,Dương cầm
300,course_label,6044,Hợp âm ghita,Hợp âm ghita
300,course_label,4318,ABRSM (Hiệp hội các Trường Âm nhạc Hoàng gia),ABRSM (Hiệp hội các Trường Âm nhạc Hoàng gia)
302,course_label,17652,Luyện giọng,Luyện giọng
302,course_label,8286,Lồng tiếng,Lồng tiếng
302,course_label,35508,Nhạc Raga,Nhạc Raga
302,course_label,6680,Thiền định,Thiền định
302,course_label,8516,Yoga,Yoga
302,course_label,7442,Đọc rap,Đọc rap
302,course_label,5202,Tự tin,Tự tin
302,course_label,34528,Nhạc Carnatic,Nhạc Carnatic
304,course_label,7822,Sáng tác bài hát,Sáng tác bài hát
304,course_label,7454,Đọc nhạc,Đọc nhạc
304,course_label,6844,Sáng tác nhạc,Sáng tác nhạc
304,course_label,6860,Lý thuyết âm nhạc,Lý thuyết âm nhạc
304,course_label,7190,Dương cầm,Dương cầm
304,course_label,5814,Kỹ thuật chơi ghita Fingerstyle,Kỹ thuật chơi ghita Fingerstyle
304,course_label,7192,Hợp âm dương cầm,Hợp âm dương cầm
304,course_label,6042,Ghita,Ghita
306,course_label,5834,FL Studio,FL Studio
306,course_label,16474,Logic Pro,Logic Pro
306,course_label,6856,Sản xuất nhạc,Sản xuất nhạc
306,course_label,5918,GarageBand,GarageBand
306,course_label,4654,Phần mềm Audacity,Phần mềm Audacity
306,course_label,5468,DJ,DJ
306,course_label,6854,Phối nhạc,Phối nhạc
306,course_label,8914,Thiết kế âm thanh,Thiết kế âm thanh
308,course_label,10794,Kinh doanh âm nhạc,Kinh doanh âm nhạc
308,course_label,7822,Sáng tác bài hát,Sáng tác bài hát
308,course_label,7442,Đọc rap,Đọc rap
308,course_label,23948,Liệu pháp âm thanh,Liệu pháp âm thanh
308,course_label,6852,Marketing qua âm nhạc,Marketing qua âm nhạc
308,course_label,37804,Người quản lý nhân tài,Người quản lý nhân tài
308,course_label,156062,Nghề làm và sửa đàn dây,Nghề làm và sửa đàn dây
308,course_label,4332,Acoustics,Acoustics
366,course_label,10186,Kỹ thuật cơ khí,Kỹ thuật cơ khí
366,course_label,5574,Điện,Điện
366,course_label,5054,Xây dựng dân dụng,Xây dựng dân dụng
366,course_label,5580,Điện tử,Điện tử
366,course_label,7814,Năng lượng mặt trời,Năng lượng mặt trời
366,course_label,4694,Kỹ thuật ô tô,Kỹ thuật ô tô
366,course_label,7536,Robotics,Robotics
366,course_label,23506,Kỹ thuật năng lượng điện,Kỹ thuật năng lượng điện
380,course_label,4616,Lịch sử nghệ thuật,Lịch sử nghệ thuật
380,course_label,7892,Thống kê,Thống kê
380,course_label,5028,Cơ đốc giáo,Cơ đốc giáo
380,course_label,5628,Văn học Anh,Văn học Anh
380,course_label,8060,Kinh thánh,Kinh thánh
380,course_label,5292,Tư duy phản biện,Tư duy phản biện
380,course_label,5124,Cognitive Behavioral Therapy (CBT),Cognitive Behavioral Therapy (CBT)
380,course_label,4670,Tự kỷ,Tự kỷ
310,course_label,4916,Giải tích,Giải tích
310,course_label,7892,Thống kê,Thống kê
310,course_label,4436,Đại số,Đại số
310,course_label,6528,Đại số tuyến tính,Đại số tuyến tính
310,course_label,7312,Xác suất,Xác suất
310,course_label,8110,Lượng giác,Lượng giác
310,course_label,5414,Phương trình vi phân,Phương trình vi phân
310,course_label,5450,Toán rời rạc,Toán rời rạc
312,course_label,28098,Chỉnh nha,Chỉnh nha
312,course_label,27248,Lập trình y khoa,Lập trình y khoa
312,course_label,5014,Hóa học,Hóa học
312,course_label,158236,Lập trình viên chuyên nghiệp được chứng nhận (CPC),Lập trình viên chuyên nghiệp được chứng nhận (CPC)
312,course_label,4468,Giải phẫu học,Giải phẫu học
312,course_label,4778,Sinh học,Sinh học
312,course_label,2038984,Chuyên viên đăng ký thuốc (DRA),Chuyên viên đăng ký thuốc (DRA)
312,course_label,7414,Cơ học lượng tử (vật lý học),Cơ học lượng tử (vật lý học)
523,course_label,6256,Thiết kế bài giảng,Thiết kế bài giảng
523,course_label,8592,Canva,Canva
523,course_label,7336,Quản lý dự án,Quản lý dự án
523,course_label,155730,Dạy học online,Dạy học online
523,course_label,158002,ChatGPT,ChatGPT
523,course_label,20818,Kiến thức cơ bản về máy tính,Kiến thức cơ bản về máy tính
523,course_label,6992,Kinh doanh online,Kinh doanh online
523,course_label,5118,Lập trình cho trẻ em,Lập trình cho trẻ em
376,course_label,5262,Tư vấn,Tư vấn
376,course_label,5124,Cognitive Behavioral Therapy (CBT),Cognitive Behavioral Therapy (CBT)
376,course_label,5554,Kinh tế học,Kinh tế học
376,course_label,6598,Kinh tế vĩ mô,Kinh tế vĩ mô
376,course_label,157642,Phân tích thông tin tình báo (an ninh),Phân tích thông tin tình báo (an ninh)
376,course_label,6494,Pháp luật,Pháp luật
376,course_label,156082,Tội phạm học,Tội phạm học
376,course_label,7358,Tâm lý trị liệu,Tâm lý trị liệu
521,course_label,5942,Tiếng Đức,Tiếng Đức
521,course_label,5624,Ngữ pháp tiếng Anh,Ngữ pháp tiếng Anh
521,course_label,7830,Tiếng Tây Ban Nha,Tiếng Tây Ban Nha
521,course_label,5880,Tiếng Pháp,Tiếng Pháp
521,course_label,6334,Tiếng Nhật,Tiếng Nhật
521,course_label,5622,Hội thoại tiếng Anh,Hội thoại tiếng Anh
521,course_label,5632,Từ vựng tiếng Anh,Từ vựng tiếng Anh
521,course_label,6330,Tiếng Ý,Tiếng Ý
527,course_label,8000,Đào tạo giảng viên,Đào tạo giảng viên
527,course_label,5536,Giáo dục sớm,Giáo dục sớm
527,course_label,6256,Thiết kế bài giảng,Thiết kế bài giảng
527,course_label,5626,Anh ngữ,Anh ngữ
527,course_label,155400,Đào tạo huấn luyện viên sức khỏe,Đào tạo huấn luyện viên sức khỏe
527,course_label,5064,Quản lý lớp học,Quản lý lớp học
527,course_label,8288,Thuyết minh,Thuyết minh
527,course_label,11098,Huấn luyện,Huấn luyện
529,course_label,8040,Kỹ năng làm bài kiểm tra,Kỹ năng làm bài kiểm tra
529,course_label,7224,PMI Project Management Professional (PMP),PMI Project Management Professional (PMP)
529,course_label,8086,TOEFL,TOEFL
529,course_label,7220,PMI PMBOK (Hướng dẫn về những kiến thức cốt lõi trong quản lý dự án của Viện Quản lý Dự án Hoa Kỳ),PMI PMBOK (Hướng dẫn về những kiến thức cốt lõi trong quản lý dự án của Viện Quản lý Dự án Hoa Kỳ)
529,course_label,5626,Anh ngữ,Anh ngữ
529,course_label,7892,Thống kê,Thống kê
529,course_label,107582,CCAT (Kiểm tra năng lực nhận thức theo tiêu chí),CCAT (Kiểm tra năng lực nhận thức theo tiêu chí)
529,course_label,4818,Ghi sổ sách kế toán,Ghi sổ sách kế toán
525,course_label,27248,Lập trình y khoa,Lập trình y khoa
525,course_label,7500,Viết bài nghiên cứu,Viết bài nghiên cứu
525,course_label,36454,Hiệu đính,Hiệu đính
525,course_label,158002,ChatGPT,ChatGPT
525,course_label,4322,Viết bài học thuật,Viết bài học thuật
525,course_label,7708,May vá,May vá
525,course_label,7992,Bói bài Tarot,Bói bài Tarot
525,course_label,6674,Thanh toán hóa đơn y tế,Thanh toán hóa đơn y tế
